ref_no,order,time,cashier_name,bill_type,pickup_type,payment_method,balance,discount,taxes_svc,payment,tip,change,cashback
3010998,10177,10/3/2023 19:08,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿828,฿0,฿0,฿828,฿0,฿0,฿0
3010997,10178,10/3/2023 18:58,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿393,฿0,฿0,฿393,฿0,฿0,฿0
3010996,10179,10/3/2023 18:56,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,โอนเงิน,฿10,฿0,฿0,฿10,฿0,฿0,฿0
3010995,10180,10/3/2023 18:56,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿175,฿0,฿0,฿175,฿0,฿0,฿0
3010994,10181,10/3/2023 18:51,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿374,฿0,฿0,฿374,฿0,฿0,฿0
3010993,10182,10/3/2023 18:41,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿190,฿0,฿0,฿190,฿0,฿0,฿0
3010992,10183,10/3/2023 18:34,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿394,฿0,฿0,฿394,฿0,฿0,฿0
3010991,10184,10/3/2023 18:26,มินนี่,สั่งกลับบ้าน,ShopeeFood,อื่นๆ,฿100,฿0,฿0,฿100,฿0,฿0,฿0
3010990,10185,10/3/2023 18:23,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿661,฿0,฿0,฿661,฿0,฿0,฿0
3010989,10186,10/3/2023 18:18,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿87,฿0,฿0,฿87,฿0,฿0,฿0
3010988,10187,10/3/2023 17:53,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿205,฿0,฿0,฿205,฿0,฿0,฿0
3010987,10188,10/3/2023 17:50,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿935,฿0,฿0,฿935,฿0,฿0,฿0
3010986,10189,10/3/2023 16:54,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿260,฿0,฿0,฿260,฿0,฿0,฿0
3010985,10190,10/3/2023 16:53,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿250,฿0,฿0,฿250,฿0,฿0,฿0
3010984,10191,10/3/2023 15:08,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,เงินสด,฿40,฿0,฿0,฿500,฿0,฿460,฿0
3010983,10192,10/3/2023 14:21,มินนี่,ทานที่ร้าน,-,เงินสด,฿152,฿0,฿0,฿200,฿0,฿48,฿0
3010982,10193,10/3/2023 14:13,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿313,฿0,฿0,฿313,฿0,฿0,฿0
3010981,10194,10/3/2023 14:03,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿329,฿0,฿0,฿329,฿0,฿0,฿0
3010980,10195,10/3/2023 13:28,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿175,฿0,฿0,฿175,฿0,฿0,฿0
3010979,10196,10/3/2023 13:25,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿309,฿0,฿0,฿309,฿0,฿0,฿0
3010978,10197,10/3/2023 13:24,มินนี่,สั่งกลับบ้าน,Robinhood,อื่นๆ,฿225,฿0,฿0,฿225,฿0,฿0,฿0
3010977,10198,10/3/2023 13:10,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿258,฿0,฿0,฿258,฿0,฿0,฿0
3010976,10199,10/3/2023 13:10,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿378,฿0,฿0,฿378,฿0,฿0,฿0
3010975,10200,10/3/2023 13:06,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿338,฿0,฿0,฿338,฿0,฿0,฿0
3010974,10201,10/3/2023 13:02,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿316,฿0,฿0,฿316,฿0,฿0,฿0
3010973,10202,10/3/2023 12:47,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿385,฿0,฿0,฿385,฿0,฿0,฿0
3010972,10203,10/3/2023 12:39,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿135,฿0,฿0,฿135,฿0,฿0,฿0
3010971,10204,10/3/2023 12:39,มินนี่,สั่งกลับบ้าน,ShopeeFood,อื่นๆ,฿435,฿0,฿0,฿435,฿0,฿0,฿0
3010970,10205,10/3/2023 12:32,มินนี่,สั่งกลับบ้าน,ShopeeFood,อื่นๆ,฿393,฿0,฿0,฿393,฿0,฿0,฿0
3010969,10206,10/3/2023 12:30,มินนี่,สั่งกลับบ้าน,ShopeeFood,อื่นๆ,฿410,฿0,฿0,฿410,฿0,฿0,฿0
3010968,10207,10/3/2023 11:26,มินนี่,สั่งกลับบ้าน,ShopeeFood,อื่นๆ,฿100,฿0,฿0,฿100,฿0,฿0,฿0
3010967,10208,10/3/2023 11:26,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿200,฿0,฿0,฿200,฿0,฿0,฿0
3010966,10209,9/3/2023 20:51,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,เงินสด,฿10,฿0,฿0,฿10,฿0,฿0,฿0
3010965,10210,9/3/2023 20:08,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿949,฿0,฿0,฿949,฿0,฿0,฿0
3010964,10211,9/3/2023 19:27,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿414,฿0,฿0,฿414,฿0,฿0,฿0
3010963,10212,9/3/2023 19:22,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿594,฿0,฿0,฿594,฿0,฿0,฿0
3010962,10213,9/3/2023 19:07,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,โอนเงิน,฿65,฿0,฿0,฿65,฿0,฿0,฿0
3010961,10214,9/3/2023 19:06,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿85,฿0,฿0,฿85,฿0,฿0,฿0
3010960,10215,9/3/2023 19:05,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿273,฿0,฿0,฿273,฿0,฿0,฿0
3010959,10216,9/3/2023 18:21,มินนี่,สั่งกลับบ้าน,Robinhood,อื่นๆ,฿100,฿0,฿0,฿100,฿0,฿0,฿0
3010958,10217,9/3/2023 16:08,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,โอนเงิน,฿140,฿0,฿0,฿140,฿0,฿0,฿0
3010957,10218,9/3/2023 15:58,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿215,฿0,฿0,฿215,฿0,฿0,฿0
3010956,10219,9/3/2023 15:36,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿275,฿0,฿0,฿275,฿0,฿0,฿0
3010955,10220,9/3/2023 15:36,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿175,฿0,฿0,฿175,฿0,฿0,฿0
3010954,10221,9/3/2023 13:21,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿719,฿0,฿0,฿719,฿0,฿0,฿0
3010953,10222,9/3/2023 13:10,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿580,฿0,฿0,฿580,฿0,฿0,฿0
3010952,10223,9/3/2023 12:59,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿448,฿0,฿0,฿448,฿0,฿0,฿0
3010951,10224,9/3/2023 12:53,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,เงินสด,฿85,฿0,฿0,฿100,฿0,฿15,฿0
3010950,10225,9/3/2023 12:52,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿597,฿0,฿0,฿597,฿0,฿0,฿0
3010949,10226,9/3/2023 12:50,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿535,฿0,฿0,฿535,฿0,฿0,฿0
3010948,10227,9/3/2023 12:50,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,โอนเงิน,฿354,฿0,฿0,฿354,฿0,฿0,฿0
3010947,10228,9/3/2023 12:37,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿363,฿0,฿0,฿363,฿0,฿0,฿0
3010946,10229,9/3/2023 11:49,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿224,฿0,฿0,฿224,฿0,฿0,฿0
3010945,10230,9/3/2023 11:49,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿87,฿0,฿0,฿87,฿0,฿0,฿0
3010944,10231,8/3/2023 20:47,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿304,฿0,฿0,฿304,฿0,฿0,฿0
3010943,10232,8/3/2023 20:15,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿318,฿0,฿0,฿318,฿0,฿0,฿0
3010942,10233,8/3/2023 20:13,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿274,฿0,฿0,฿274,฿0,฿0,฿0
3010941,10234,8/3/2023 20:13,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿185,฿0,฿0,฿185,฿0,฿0,฿0
3010940,10235,8/3/2023 19:56,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿191,฿0,฿0,฿191,฿0,฿0,฿0
3010939,10236,8/3/2023 19:03,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿97,฿0,฿0,฿97,฿0,฿0,฿0
3010938,10237,8/3/2023 19:00,มินนี่,ทานที่ร้าน,-,เงินสด,฿97,฿0,฿0,฿100,฿0,฿3,฿0
3010937,10238,8/3/2023 17:17,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿304,฿0,฿0,฿304,฿0,฿0,฿0
3010936,10239,8/3/2023 17:00,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿205,฿0,฿0,฿205,฿0,฿0,฿0
3010935,10240,8/3/2023 16:54,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,เงินสด,฿254,฿0,฿0,"฿1,000",฿0,฿746,฿0
3010934,10241,8/3/2023 16:39,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿220,฿0,฿0,฿220,฿0,฿0,฿0
3010933,10242,8/3/2023 16:02,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿165,฿0,฿0,฿165,฿0,฿0,฿0
3010932,10243,8/3/2023 15:55,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿229,฿0,฿0,฿229,฿0,฿0,฿0
3010931,10244,8/3/2023 15:45,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿374,฿0,฿0,฿374,฿0,฿0,฿0
3010930,10245,8/3/2023 13:37,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿285,฿0,฿0,฿285,฿0,฿0,฿0
3010929,10246,8/3/2023 13:21,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿245,฿0,฿0,฿245,฿0,฿0,฿0
3010928,10247,8/3/2023 13:14,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,โอนเงิน,฿145,฿0,฿0,฿145,฿0,฿0,฿0
3010927,10248,8/3/2023 13:06,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿762,฿0,฿0,฿762,฿0,฿0,฿0
3010926,10249,8/3/2023 12:54,มินนี่,ทานที่ร้าน,-,เงินสด,"฿1,175",฿0,฿0,"฿2,000",฿0,฿825,฿0
3010925,10250,8/3/2023 12:33,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿774,฿0,฿0,฿774,฿0,฿0,฿0
3010924,10251,8/3/2023 12:30,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿318,฿0,฿0,฿318,฿0,฿0,฿0
3010923,10252,8/3/2023 12:21,มินนี่,ทานที่ร้าน,-,เงินสด,฿590,฿0,฿0,฿600,฿0,฿10,฿0
3010922,10253,8/3/2023 12:11,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿258,฿0,฿0,฿258,฿0,฿0,฿0
3010921,10254,8/3/2023 11:39,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿185,฿0,฿0,฿185,฿0,฿0,฿0
3010920,10255,8/3/2023 11:39,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿219,฿0,฿0,฿219,฿0,฿0,฿0
3010919,10256,8/3/2023 11:37,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,เงินสด,฿215,฿0,฿0,฿250,฿0,฿35,฿0
3010918,10257,8/3/2023 11:03,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿200,฿0,฿0,฿200,฿0,฿0,฿0
3010917,10258,8/3/2023 10:43,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿280,฿0,฿0,฿280,฿0,฿0,฿0
3010916,10259,7/3/2023 20:40,มินนี่,สั่งกลับบ้าน,Robinhood,อื่นๆ,฿304,฿0,฿0,฿304,฿0,฿0,฿0
3010915,10260,7/3/2023 20:09,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿391,฿0,฿0,฿391,฿0,฿0,฿0
3010914,10261,7/3/2023 19:52,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿453,฿0,฿0,฿453,฿0,฿0,฿0
3010913,10262,7/3/2023 19:05,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿119,฿0,฿0,฿119,฿0,฿0,฿0
3010912,10263,7/3/2023 18:36,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿320,฿0,฿0,฿320,฿0,฿0,฿0
3010911,10264,7/3/2023 18:21,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿333,฿0,฿0,฿333,฿0,฿0,฿0
3010910,10265,7/3/2023 18:19,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿424,฿0,฿0,฿424,฿0,฿0,฿0
3010909,10266,7/3/2023 18:02,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,เงินสด,฿215,฿0,฿0,฿500,฿0,฿285,฿0
3010908,10267,7/3/2023 17:52,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿444,฿0,฿0,฿444,฿0,฿0,฿0
3010907,10268,7/3/2023 17:49,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿154,฿0,฿0,฿154,฿0,฿0,฿0
3010906,10269,7/3/2023 17:48,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿174,฿0,฿0,฿174,฿0,฿0,฿0
3010905,10270,7/3/2023 17:31,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿200,฿0,฿0,฿200,฿0,฿0,฿0
3010904,10271,7/3/2023 17:19,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿164,฿0,฿0,฿164,฿0,฿0,฿0
3010903,10272,7/3/2023 16:46,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿165,฿0,฿0,฿165,฿0,฿0,฿0
3010902,10273,7/3/2023 16:23,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿205,฿0,฿0,฿205,฿0,฿0,฿0
3010901,10274,7/3/2023 16:11,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿200,฿0,฿0,฿200,฿0,฿0,฿0
3010900,10275,7/3/2023 15:43,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿200,฿0,฿0,฿200,฿0,฿0,฿0
3010899,10276,7/3/2023 14:17,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿65,฿0,฿0,฿65,฿0,฿0,฿0
3010898,10277,7/3/2023 13:51,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿324,฿0,฿0,฿324,฿0,฿0,฿0
3010897,10278,7/3/2023 13:51,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿603,฿0,฿0,฿603,฿0,฿0,฿0
3010896,10279,7/3/2023 13:25,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿215,฿0,฿0,฿215,฿0,฿0,฿0
3010895,10280,7/3/2023 13:16,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿280,฿0,฿0,฿280,฿0,฿0,฿0
3010894,10281,7/3/2023 13:11,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿400,฿0,฿0,฿400,฿0,฿0,฿0
3010893,10282,7/3/2023 12:35,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿301,฿0,฿0,฿301,฿0,฿0,฿0
3010892,10283,7/3/2023 11:20,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿470,฿0,฿0,฿470,฿0,฿0,฿0
3010891,10284,7/3/2023 10:35,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿150,฿0,฿0,฿150,฿0,฿0,฿0
3010890,10285,7/3/2023 10:35,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿279,฿0,฿0,฿279,฿0,฿0,฿0
3010889,10286,6/3/2023 19:31,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿235,฿0,฿0,฿235,฿0,฿0,฿0
3010888,10287,6/3/2023 19:28,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿165,฿0,฿0,฿165,฿0,฿0,฿0
3010887,10288,6/3/2023 18:58,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿229,฿0,฿0,฿229,฿0,฿0,฿0
3010886,10289,6/3/2023 18:47,มินนี่,สั่งกลับบ้าน,ShopeeFood,เงินสด,฿189,฿0,฿0,฿189,฿0,฿0,฿0
